Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
20.21 250 337.055 250 168.417 NLOSv 34.6542 104.33
20.22 250 337.222 250 168.5 NLOSv 35.4007 104.072
20.23 250 337.388 250 168.583 NLOSv 33.4329 104.374
20.24 250 337.554 250 168.667 NLOSv 32.9509 106.31
20.25 250 337.721 250 168.75 NLOSv 33.8474 103.89
20.26 250 337.887 250 168.833 NLOSv 34.8472 105.47
20.27 250 338.053 250 168.917 NLOSv 31.987 106.387
20.28 250 338.219 250 169 NLOSv 29.9285 105.753
20.29 250 338.386 250 169.083 NLOSv 34.1054 104.017
20.3 250 338.552 250 169.167 NLOSv 27.8233 103.627
20.31 250 338.718 250 169.25 NLOSv 34.5529 104.664
20.32 250 338.885 250 169.333 NLOSv 23.4547 103.864
20.33 250 339.051 250 169.417 NLOSv 34.2122 104.789
20.34 250 339.217 250 169.5 NLOSv 36.9082 104.318
20.35 250 339.383 250 169.583 NLOSv 34.9278 105.488
20.36 250 339.55 250 169.667 NLOSv 35.2178 105.671
20.37 250 339.716 250 169.75 NLOSv 36.3419 105.049
20.38 250 339.882 250 169.833 NLOSv 34.9723 104.79
20.39 250 340.048 250 169.917 NLOSv 33.8608 105.324
20.4 250 340.215 250 170 NLOSv 31.3966 105.382
20.41 250 340.381 250 170.083 NLOSv 34.7764 106.344
20.42 250 340.547 250 170.167 NLOSv 32.9421 105.162
20.43 250 340.714 250 170.25 NLOSv 31.3244 103.795
20.44 250 340.88 250 170.333 NLOSv 34.552 106.439
20.45 250 341.046 250 170.417 NLOSv 29.2328 104.71
20.46 250 341.212 250 170.5 NLOSv 31.2427 104.468
20.47 250 341.379 250 170.583 NLOSv 31.7282 105.029
20.48 250 341.545 250 170.667 NLOSv 29.9478 104.398
20.49 250 341.711 250 170.75 NLOSv 27.9113 105.276
20.5 250 341.878 250 170.833 NLOSv 31.6647 105.088
20.51 250 342.044 250 170.917 NLOSv 34.8237 104.596
20.52 250 342.21 250 171 NLOSv 34.1222 106.428
20.53 250 342.376 250 171.083 NLOSv 36.821 105.548
20.54 250 342.543 250 171.167 NLOSv 31.3289 104.991
20.55 250 342.709 250 171.25 NLOSv 18.7539 107.409
20.56 250 342.875 250 171.333 NLOSv 29.9492 106.494
20.57 250 343.042 250 171.417 LOS 40.9198 102.426
20.58 250 343.208 250 171.5 LOS 40.6938 102.429
20.59 250 343.374 250 171.583 LOS 41.1595 102.433
20.6 250 343.54 250 171.667 LOS 40.6346 102.436
20.61 250 343.707 250 171.75 LOS 41.1285 102.44
20.62 250 343.873 250 171.833 LOS 41.034 102.443
20.63 250 344.039 250 171.917 LOS 41.1587 102.447
20.64 250 344.206 250 172 LOS 40.9589 102.45
20.65 250 344.372 250 172.083 LOS 41.0605 102.454
20.66 250 344.538 250 172.167 LOS 40.9162 102.457
20.67 250 344.704 250 172.25 LOS 40.6796 102.461
20.68 250 344.871 250 172.333 NLOSv 25.5113 106.103
20.69 250 345.037 250 172.417 NLOSv 23.9553 105.86
20.7 250 345.203 250 172.5 NLOSv 32.6712 104.088
20.71 250 345.37 250 172.583 NLOSv 24.7707 104.646
20.72 250 345.536 250 172.667 NLOSv 35.0072 104.16
20.73 250 345.702 250 172.75 NLOSv 30.7879 104.339
20.74 250 345.868 250 172.833 NLOSv 32.8917 104.225
20.75 250 346.035 250 172.917 NLOSv 26.209 103.824
20.76 250 346.201 250 173 NLOSv 28.7262 106.38
20.77 250 346.367 250 173.083 NLOSv 31.1866 106.117
20.78 250 346.533 250 173.167 NLOSv 27.9654 106.227
20.79 250 346.7 250 173.25 NLOSv 31.6892 104.791
20.8 250 346.866 250 173.333 NLOSv 30.1417 104.435
20.81 250 347.032 250 173.417 NLOSv 25.9813 104.859
20.82 250 347.199 250 173.5 NLOSv 20.313 105.138
20.83 250 347.365 250 173.583 NLOSv 33.0139 104.835
20.84 250 347.531 250 173.667 NLOSv 31.8133 105.012
20.85 250 347.697 250 173.75 NLOSv 28.7612 104.72
20.86 250 347.864 250 173.833 NLOSv 28.6251 105.215
20.87 250 348.03 250 173.917 NLOSv 29.9369 106.475
20.88 250 348.196 250 174 NLOSv 23.2171 107.241
20.89 250 348.363 250 174.083 NLOSv 30.7835 106.097
20.9 250 348.529 250 174.167 NLOSv 23.9853 104.141
20.91 250 348.695 250 174.25 NLOSv 25.1831 103.85
20.92 250 348.861 250 174.333 NLOSv 27.2676 105.142
20.93 250 349.028 250 174.417 NLOSv 32.0828 104.743
20.94 250 349.194 250 174.5 NLOSv 25.2732 107.43
20.95 250 349.36 250 174.583 NLOSv 28.5511 104.35
20.96 250 349.527 250 174.667 NLOSv 25.227 104.552
20.97 250 349.693 250 174.75 NLOSv 23.868 105.367
20.98 250 349.859 250 174.833 NLOSv 30.1608 105.039
20.99 250 350.025 250 174.917 NLOSv 22.4429 105.101
21 250 350.192 250 175 NLOSv 28.9973 105.571
21.01 250 350.358 250 175.083 NLOSv 20.597 104.8
21.02 250 350.524 250 175.167 NLOSv 34.4967 105.243
21.03 250 350.691 250 175.25 NLOSv 30.5101 104.527
21.04 250 350.857 250 175.333 NLOSv 31.4129 104.053
21.05 250 351.023 250 175.417 NLOSv 27.1671 105.208
21.06 250 351.189 250 175.5 NLOSv 26.1219 105.349
21.07 250 351.356 250 175.583 NLOSv 32.8948 104.96
21.08 250 351.522 250 175.667 NLOSv 29.2565 104.179
21.09 250 351.688 250 175.75 NLOSv 27.6374 104.157
21.1 250 351.855 250 175.833 NLOSv 30.4822 104.13
21.11 250 352.021 250 175.917 NLOSv 30.5561 104.196
21.12 250 352.187 250 176 NLOSv 29.9743 105.741
21.13 250 352.353 250 176.083 NLOSv 24.9684 104.351
21.14 250 352.52 250 176.167 NLOSv 29.3009 105.475
21.15 250 352.686 250 176.25 NLOSv 32.6716 103.805
21.16 250 352.852 250 176.333 NLOSv 31.2999 104.624
21.17 250 353.018 250 176.417 NLOSv 20.2522 108.357
21.18 250 353.185 250 176.5 NLOSv 25.3164 104.829
21.19 250 353.351 250 176.583 NLOSv 27.2031 104.291
21.2 250 353.517 250 176.667 NLOSv 28.6015 106.739
21.21 250 353.684 250 176.75 NLOSv 28.69 105.355
21.22 250 353.85 250 176.833 NLOSv 31.1419 105.456
21.23 250 354.016 250 176.917 LOS 41.2864 102.654
21.24 250 354.182 250 177 LOS 40.2571 102.657
21.25 250 354.349 250 177.083 LOS 41.4413 102.66
21.26 250 354.515 250 177.167 LOS 40.7759 102.664
21.27 250 354.681 250 177.25 LOS 41.6734 102.667
21.28 250 354.848 250 177.333 LOS 40.7265 102.67
21.29 250 355.014 250 177.417 LOS 42.4005 102.674
21.3 250 355.18 250 177.5 LOS 41.9922 102.677
21.31 250 355.346 250 177.583 LOS 42.2201 102.681
21.32 250 355.513 250 177.667 LOS 42.2707 102.684
21.33 250 355.679 250 177.75 LOS 42.8298 102.687
21.34 250 355.845 250 177.833 NLOSv 17.6734 105.86
21.35 250 356.012 250 177.917 NLOSv 31.0501 104.639
21.36 250 356.178 250 178 NLOSv 33.7732 104.664
21.37 250 356.344 250 178.083 NLOSv 27.94 105.549
21.38 250 356.51 250 178.167 NLOSv 26.5871 104.909
21.39 250 356.677 250 178.25 NLOSv 24.4625 105.857
21.4 250 356.843 250 178.333 NLOSv 27.9427 105.206
21.41 250 357.009 250 178.417 NLOSv 35.9626 104.397
21.42 250 357.176 250 178.5 NLOSv 27.4315 106.596
21.43 250 357.342 250 178.583 NLOSv 28.7157 105.366
21.44 250 357.508 250 178.667 NLOSv 30.0931 104.647
21.45 250 357.674 250 178.75 LOS 42.5841 102.728
21.46 250 357.841 250 178.833 LOS 42.217 102.731
21.47 250 358.007 250 178.917 LOS 42.4358 102.735
21.48 250 358.173 250 179 LOS 42.0744 102.738
21.49 250 358.339 250 179.083 LOS 41.0288 102.741
21.5 250 358.506 250 179.167 LOS 40.263 102.745
21.51 250 358.672 250 179.25 LOS 42.1666 102.748
21.52 250 358.838 250 179.333 LOS 40.7473 102.751
21.53 250 359.005 250 179.417 LOS 41.0274 102.755
21.54 250 359.171 250 179.5 LOS 41.8993 102.758
21.55 250 359.337 250 179.583 LOS 41.4381 102.761
21.56 250 359.503 250 179.667 NLOSv 28.51 105.72
21.57 250 359.67 250 179.75 NLOSv 29.5574 105.387
21.58 250 359.836 250 179.833 NLOSv 31.5023 105.326
21.59 250 360.002 250 179.917 NLOSv 30.5596 104.235
21.6 250 360.169 250 180 NLOSv 32.9319 104.826
21.61 250 360.335 250 180.083 NLOSv 25.1505 106.66
21.62 250 360.501 250 180.167 NLOSv 34.1076 105.034
21.63 250 360.667 250 180.25 NLOSv 25.2909 105.27
21.64 250 360.834 250 180.333 NLOSv 31.949 104.934
21.65 250 361 250 180.417 NLOSv 30.8357 104.971
21.66 250 361.166 250 180.5 NLOSv 20.7089 105.91
21.67 250 361.333 250 180.583 NLOSv 20.5976 106.346
21.68 250 361.499 250 180.667 NLOSv 29.8864 105.585
21.69 250 361.665 250 180.75 NLOSv 14.5079 104.494
21.7 250 361.831 250 180.833 NLOSv 28.5554 105.96
21.71 250 361.998 250 180.917 NLOSv 25.5216 106.457
21.72 250 362.164 250 181 NLOSv 32.6019 104.059
21.73 250 362.33 250 181.083 NLOSv 23.4372 105.533
21.74 250 362.497 250 181.167 NLOSv 30.298 104.434
21.75 250 362.663 250 181.25 NLOSv 33.4891 104.66
21.76 250 362.829 250 181.333 NLOSv 27.7855 105.916
21.77 250 362.995 250 181.417 NLOSv 21.8508 105.167
21.78 250 363.162 250 181.5 NLOSv 33.7527 104.932
21.79 250 363.328 250 181.583 NLOSv 25.9001 103.935
21.8 250 363.494 250 181.667 NLOSv 31.7866 104.787
21.81 250 363.661 250 181.75 NLOSv 33.9265 105.302
21.82 250 363.827 250 181.833 NLOSv 28.8864 105.641
21.83 250 363.993 250 181.917 NLOSv 33.2789 105.001
21.84 250 364.159 250 182 NLOSv 16.9535 106.419
21.85 250 364.326 250 182.083 NLOSv 28.1368 105.993
21.86 250 364.492 250 182.167 NLOSv 25.245 105.51
21.87 250 364.658 250 182.25 NLOSv 25.6965 106.088
21.88 250 364.824 250 182.333 NLOSv 28.7722 106.168
21.89 250 364.991 250 182.417 NLOSv 28.6838 106.036
21.9 250 365.157 250 182.5 NLOSv 12.6455 105.255
21.91 250 365.323 250 182.583 NLOSv 20.6218 105.638
21.92 250 365.49 250 182.667 NLOSv 11.3779 105.13
21.93 250 365.656 250 182.75 NLOSv 23.4758 105.932
21.94 250 365.822 250 182.833 NLOSv 25.5023 104.978
21.95 250 365.988 250 182.917 NLOSv 31.1377 105.756
21.96 250 366.155 250 183 NLOSv 32.4926 105.146
21.97 250 366.321 250 183.083 NLOSv 29.9415 104.781
21.98 250 366.487 250 183.167 NLOSv 32.3481 105.342
21.99 250 366.654 250 183.25 NLOSv 33.9539 105.352
22 250 366.82 250 183.333 NLOSv 29.5806 105.136
22.01 250 366.986 250 183.417 NLOSv 29.037 106.323
22.02 250 367.152 250 183.5 NLOSv 27.6103 104.82
22.03 250 367.319 250 183.583 NLOSv 27.3326 106.952
22.04 250 367.485 250 183.667 NLOSv 22.925 104.869
22.05 250 367.651 250 183.75 NLOSv 30.2378 104.754
22.06 250 367.818 250 183.833 NLOSv 28.4854 106.484
22.07 250 367.984 250 183.917 NLOSv 29.0693 105.805
22.08 250 368.15 250 184 NLOSv 32.0627 104.469
22.09 250 368.316 250 184.083 NLOSv 30.1521 104.5
22.1 250 368.483 250 184.167 NLOSv 30.712 106.206
22.11 250 368.649 250 184.25 LOS 39.4568 102.946
22.12 250 368.815 250 184.333 LOS 40.0332 102.95
22.13 250 368.982 250 184.417 LOS 39.682 102.953
22.14 250 369.148 250 184.5 LOS 39.1606 102.956
22.15 250 369.314 250 184.583 LOS 39.1265 102.959
22.16 250 369.48 250 184.667 LOS 41.3416 102.963
22.17 250 369.647 250 184.75 LOS 41.4924 102.966
22.18 250 369.813 250 184.833 LOS 40.7202 102.969
22.19 250 369.979 250 184.917 LOS 41.3987 102.972
22.2 250 370.145 250 185 LOS 40.4015 102.976
22.21 250 370.312 250 185.083 LOS 40.0068 102.979
22.22 250 370.478 250 185.167 NLOSv 34.964 104.618
22.23 250 370.644 250 185.25 NLOSv 29.8381 105.955
22.24 250 370.811 250 185.333 NLOSv 36.1543 105.519
22.25 250 370.977 250 185.417 NLOSv 31.082 106.225
22.26 250 371.143 250 185.5 NLOSv 27.1781 105.441
22.27 250 371.309 250 185.583 NLOSv 29.4214 105.56
22.28 250 371.476 250 185.667 NLOSv 32.3084 105.37
22.29 250 371.642 250 185.75 NLOSv 27.1263 105.943
22.3 250 371.808 250 185.833 NLOSv 34.67 108.624
22.31 250 371.975 250 185.917 NLOSv 31.3402 105.76
22.32 250 372.141 250 186 NLOSv 33.9423 104.647
22.33 250 372.307 250 186.083 NLOSv 31.1595 106.353
22.34 250 372.473 250 186.167 NLOSv 34.1053 104.502
22.35 250 372.64 250 186.25 NLOSv 30.9997 105.116
22.36 250 372.806 250 186.333 NLOSv 32.5028 105.6
22.37 250 372.972 250 186.417 NLOSv 29.1842 104.495
22.38 250 373.139 250 186.5 NLOSv 35.2548 106.405
22.39 250 373.305 250 186.583 NLOSv 25.817 106.306
22.4 250 373.471 250 186.667 NLOSv 36.345 104.919
22.41 250 373.637 250 186.75 NLOSv 35.0501 104.651
22.42 250 373.804 250 186.833 NLOSv 33.5174 104.909
22.43 250 373.97 250 186.917 NLOSv 23.7846 105.855
22.44 250 374.136 250 187 NLOSv 30.1809 105.824
22.45 250 374.303 250 187.083 NLOSv 28.6161 105.274
22.46 250 374.469 250 187.167 NLOSv 31.5163 106.514
22.47 250 374.635 250 187.25 NLOSv 33.723 105.794
22.48 250 374.801 250 187.333 NLOSv 33.3718 105.461
22.49 250 374.968 250 187.417 NLOSv 32.8696 105.869
22.5 250 375.134 250 187.5 NLOSv 31.0539 105.827
22.51 250 375.3 250 187.583 NLOSv 28.2304 105.611
22.52 250 375.467 250 187.667 NLOSv 31.4608 106.079
22.53 250 375.633 250 187.75 NLOSv 31.0133 105.203
22.54 250 375.799 250 187.833 NLOSv 37.2744 105.098
22.55 250 375.965 250 187.917 NLOSv 27.2543 104.603
22.56 250 376.132 250 188 NLOSv 36.8927 105.61
22.57 250 376.298 250 188.083 NLOSv 32.4539 105.297
22.58 250 376.464 250 188.167 NLOSv 34.9948 105.813
22.59 250 376.63 250 188.25 NLOSv 32.155 105.228
22.6 250 376.797 250 188.333 NLOSv 34.7039 106.413
22.61 250 376.963 250 188.417 NLOSv 28.8833 109.577
22.62 250 377.129 250 188.5 NLOSv 31.2486 104.898
22.63 250 377.296 250 188.583 NLOSv 33.7676 106.12
22.64 250 377.462 250 188.667 NLOSv 25.5913 106.103
22.65 250 377.628 250 188.75 NLOSv 29.7223 105.629
22.66 250 377.794 250 188.833 NLOSv 28.7382 104.787
22.67 250 377.961 250 188.917 NLOSv 30.6994 106.79
22.68 250 378.127 250 189 NLOSv 29.5748 106.416
22.69 250 378.293 250 189.083 NLOSv 26.8341 107.201
22.7 250 378.46 250 189.167 NLOSv 25.3352 105.551
22.71 250 378.626 250 189.25 NLOSv 32.2043 105.614
22.72 250 378.792 250 189.333 NLOSv 32.7531 106.606
22.73 250 378.958 250 189.417 NLOSv 35.1174 106.824
22.74 250 379.125 250 189.5 NLOSv 23.7921 105.707
22.75 250 379.291 250 189.583 NLOSv 28.374 104.887
22.76 250 379.457 250 189.667 NLOSv 29.9852 105.537
22.77 250 379.624 250 189.75 NLOSv 34.7266 105.462
22.78 250 379.79 250 189.833 NLOSv 34.2371 105.591
22.79 250 379.956 250 189.917 NLOSv 34.2016 105.69
22.8 250 380.122 250 190 NLOSv 26.8145 105.601
22.81 250 380.289 250 190.083 NLOSv 32.5786 105.14
22.82 250 380.455 250 190.167 NLOSv 31.4827 105.308
22.83 250 380.621 250 190.25 NLOSv 29.5809 108.659
22.84 250 380.788 250 190.333 NLOSv 32.9946 106.422
22.85 250 380.954 250 190.417 NLOSv 23.0339 107.079
22.86 250 381.12 250 190.5 NLOSv 30.0011 107.188
22.87 250 381.286 250 190.583 NLOSv 24.1981 105.628
22.88 250 381.453 250 190.667 NLOSv 35.8069 104.963
22.89 250 381.619 250 190.75 NLOSv 34.3185 105.497
22.9 250 381.785 250 190.833 NLOSv 25.5614 105.856
22.91 250 381.952 250 190.917 NLOSv 26.6982 106.661
22.92 250 382.118 250 191 NLOSv 36.3399 105.051
22.93 250 382.284 250 191.083 NLOSv 33.3117 105.224
22.94 250 382.45 250 191.167 NLOSv 33.717 107.148
22.95 250 382.617 250 191.25 NLOSv 33.7199 106.251
22.96 250 382.783 250 191.333 NLOSv 34.5575 104.447
22.97 250 382.949 250 191.417 NLOSv 32.0611 106.251
22.98 250 383.115 250 191.5 NLOSv 35.5007 105.257
22.99 250 383.282 250 191.583 NLOSv 35.2304 106.105
23 250 383.448 250 191.667 NLOSv 28.3284 105.329
23.01 250 383.614 250 191.75 NLOSv 36.2006 106.121
23.02 250 383.781 250 191.833 NLOSv 28.9995 106.417
23.03 250 383.947 250 191.917 NLOSv 27.75 105.674
23.04 250 384.113 250 192 NLOSv 28.4774 106.689
23.05 250 384.279 250 192.083 NLOSv 30.4299 105.328
23.06 250 384.446 250 192.167 NLOSv 31.3612 106.902
23.07 250 384.612 250 192.25 NLOSv 29.7713 108.328
23.08 250 384.778 250 192.333 NLOSv 30.9548 105.311
23.09 250 384.945 250 192.417 NLOSv 34.7766 105.507
23.1 250 385.111 250 192.5 LOS 40.1074 103.262
23.11 250 385.277 250 192.583 LOS 40.1481 103.266
23.12 250 385.443 250 192.667 LOS 40.362 103.269
23.13 250 385.61 250 192.75 LOS 40.2644 103.272
23.14 250 385.776 250 192.833 LOS 40.2959 103.275
23.15 250 385.942 250 192.917 LOS 40.0557 103.278
23.16 250 386.109 250 193 LOS 40.4158 103.281
23.17 250 386.275 250 193.083 LOS 40.03 103.284
23.18 250 386.441 250 193.167 LOS 40.1973 103.287
23.19 250 386.607 250 193.25 LOS 40.1445 103.291
23.2 250 386.774 250 193.333 LOS 40.3751 103.294
23.21 250 386.94 250 193.417 NLOSv 33.4699 105.579
23.22 250 387.106 250 193.5 NLOSv 32.4007 105.067
23.23 250 387.273 250 193.583 NLOSv 34.9477 105.312
23.24 250 387.439 250 193.667 NLOSv 33.2935 104.826
23.25 250 387.605 250 193.75 NLOSv 25.3533 104.584
23.26 250 387.771 250 193.833 NLOSv 31.3996 105.496
23.27 250 387.938 250 193.917 NLOSv 27.1144 106.847
23.28 250 388.104 250 194 NLOSv 31.6007 105.039
23.29 250 388.27 250 194.083 NLOSv 21.117 105.907
23.3 250 388.436 250 194.167 NLOSv 30.1534 106.089
23.31 250 388.603 250 194.25 NLOSv 17.1334 104.753
23.32 250 388.769 250 194.333 NLOSv 25.0899 105.525
23.33 250 388.935 250 194.417 NLOSv 34.4167 105.361
23.34 250 389.102 250 194.5 NLOSv 31.4779 106.534
23.35 250 389.268 250 194.583 NLOSv 27.0512 104.996
23.36 250 389.434 250 194.667 NLOSv 27.8455 105.306
23.37 250 389.6 250 194.75 NLOSv 30.41 104.52
23.38 250 389.767 250 194.833 NLOSv 32.0232 106.53
23.39 250 389.933 250 194.917 NLOSv 36.077 105.828
23.4 250 390.099 250 195 NLOSv 33.9916 105.221
23.41 250 390.266 250 195.083 NLOSv 32.1975 106.523
23.42 250 390.432 250 195.167 NLOSv 26.9613 106.733
23.43 250 390.598 250 195.25 NLOSv 29.1548 106.013
23.44 250 390.764 250 195.333 NLOSv 35.2352 105.278
23.45 250 390.931 250 195.417 NLOSv 31.8351 105.828
23.46 250 391.097 250 195.5 NLOSv 32.4502 108.46
23.47 250 391.263 250 195.583 NLOSv 27.0844 106.126
23.48 250 391.43 250 195.667 NLOSv 33.7018 105.531
23.49 250 391.596 250 195.75 NLOSv 31.5486 106.41
23.5 250 391.762 250 195.833 NLOSv 30.8484 106.277
23.51 250 391.928 250 195.917 NLOSv 32.6472 105.489
23.52 250 392.095 250 196 NLOSv 29.3559 106.043
23.53 250 392.261 250 196.083 NLOSv 34.8622 106.459
23.54 250 392.427 250 196.167 NLOSv 31.7359 105.953
23.55 250 392.594 250 196.25 NLOSv 33.4935 106.177
23.56 250 392.76 250 196.333 NLOSv 33.6158 106.49
23.57 250 392.926 250 196.417 NLOSv 30.8083 105.447
23.58 250 393.092 250 196.5 NLOSv 32.5646 105.437
23.59 250 393.259 250 196.583 NLOSv 32.7994 105.764
23.6 250 393.425 250 196.667 NLOSv 34.9799 105.891
23.61 250 393.591 250 196.75 NLOSv 26.7788 107.149
23.62 250 393.758 250 196.833 NLOSv 35.3929 105.534
23.63 250 393.924 250 196.917 NLOSv 32.8344 106.136
23.64 250 394.09 250 197 NLOSv 21.9877 106.044
23.65 250 394.256 250 197.083 NLOSv 33.6373 106.378
23.66 250 394.423 250 197.167 NLOSv 32.7214 105.855
23.67 250 394.589 250 197.25 NLOSv 31.2042 106.793
23.68 250 394.755 250 197.333 NLOSv 36.5444 105.187
23.69 250 394.921 250 197.417 NLOSv 25.7899 104.608
23.7 250 395.088 250 197.5 NLOSv 33.1762 105.559
23.71 250 395.254 250 197.583 NLOSv 31.0207 106.897
23.72 250 395.42 250 197.667 NLOSv 31.2504 105.344
23.73 250 395.587 250 197.75 NLOSv 28.7664 107.269
23.74 250 395.753 250 197.833 NLOSv 29.6677 105.204
23.75 250 395.919 250 197.917 NLOSv 33.7139 107.786
23.76 250 396.085 250 198 LOS 40.8032 103.466
23.77 250 396.252 250 198.083 LOS 40.603 103.469
23.78 250 396.418 250 198.167 LOS 41.2223 103.472
23.79 250 396.584 250 198.25 LOS 40.4886 103.475
23.8 250 396.751 250 198.333 LOS 41.3665 103.478
23.81 250 396.917 250 198.417 LOS 41.0618 103.481
23.82 250 397.083 250 198.5 LOS 41.2792 103.484
23.83 250 397.249 250 198.583 LOS 40.524 103.487
23.84 250 397.416 250 198.667 LOS 39.8044 103.49
23.85 250 397.582 250 198.75 LOS 40.8638 103.493
23.86 250 397.748 250 198.833 LOS 40.383 103.496
23.87 250 397.915 250 198.917 NLOSv 32.3782 106.435
23.88 250 398.081 250 199 NLOSv 35.5326 106.193
23.89 250 398.247 250 199.083 NLOSv 27.4881 106.621
23.9 250 398.413 250 199.167 NLOSv 28.8628 106.622
23.91 250 398.58 250 199.25 NLOSv 29.5843 106.245
23.92 250 398.746 250 199.333 NLOSv 35.806 105.492
23.93 250 398.912 250 199.417 NLOSv 34.3826 105.282
23.94 250 399.079 250 199.5 NLOSv 37.1635 105.248
23.95 250 399.245 250 199.583 NLOSv 30.0928 106.305
23.96 250 399.411 250 199.667 NLOSv 33.1675 105.678
23.97 250 399.577 250 199.75 NLOSv 36.8995 106.443
23.98 250 399.744 250 199.833 NLOSv 37.0907 105.792
23.99 250 399.91 250 199.917 NLOSv 28.2082 105.527
24 250 400.076 250 200 NLOSv 26.4298 105.27
24.01 250 400.242 250 200.083 NLOSv 27.4528 105.508
24.02 250 400.409 250 200.167 NLOSv 30.5413 105.138
24.03 250 400.575 250 200.25 NLOSv 27.1794 105.051
24.04 250 400.741 250 200.333 NLOSv 33.8334 107.369
24.05 250 400.908 250 200.417 NLOSv 34.5277 106.173
24.06 250 401.074 250 200.5 NLOSv 28.2583 106.166
24.07 250 401.24 250 200.583 NLOSv 33.099 106.386
24.08 250 401.406 250 200.667 NLOSv 33.2531 106.056
24.09 250 401.573 250 200.75 NLOSv 31.4815 105.432
24.1 250 401.739 250 200.833 NLOSv 32.465 105.59
24.11 250 401.905 250 200.917 NLOSv 36.2913 105.575
24.12 250 402.072 250 201 NLOSv 32.1823 106.285
24.13 250 402.238 250 201.083 NLOSv 29.0397 106.956
24.14 250 402.404 250 201.167 NLOSv 17.0297 107.06
24.15 250 402.57 250 201.25 NLOSv 29.401 106.795
24.16 250 402.737 250 201.333 NLOSv 29.5318 106.158
24.17 250 402.903 250 201.417 NLOSv 32.6679 105.779
24.18 250 403.069 250 201.5 NLOSv 27.0453 105.874
24.19 250 403.236 250 201.583 NLOSv 33.3756 105.362
24.2 250 403.402 250 201.667 NLOSv 32.3493 106.56
24.21 250 403.568 250 201.75 NLOSv 33.9767 105.226
24.22 250 403.734 250 201.833 NLOSv 33.8334 106.45
24.23 250 403.901 250 201.917 NLOSv 35.2746 106.565
24.24 250 404.067 250 202 NLOSv 34.539 106.195
24.25 250 404.233 250 202.083 NLOSv 24.3313 105.752
24.26 250 404.4 250 202.167 NLOSv 32.0059 106.094
24.27 250 404.566 250 202.25 NLOSv 33.119 105.249
24.28 250 404.732 250 202.333 NLOSv 32.8219 106.401
24.29 250 404.898 250 202.417 NLOSv 26.026 106.208
24.3 250 405.065 250 202.5 NLOSv 32.9489 105.403
24.31 250 405.231 250 202.583 NLOSv 34.8495 104.991
24.32 250 405.397 250 202.667 NLOSv 37.9702 106.122
24.33 250 405.564 250 202.75 NLOSv 27.071 107.146
24.34 250 405.73 250 202.833 NLOSv 28.9407 106.305
24.35 250 405.896 250 202.917 NLOSv 34.8695 106.197
24.36 250 406.062 250 203 NLOSv 27.5013 105.51
24.37 250 406.229 250 203.083 NLOSv 37.8787 105.761
24.38 250 406.395 250 203.167 NLOSv 33.4197 105.851
24.39 250 406.561 250 203.25 NLOSv 36.6749 107.538
24.4 250 406.727 250 203.333 NLOSv 34.8334 105.351
24.41 250 406.894 250 203.417 NLOSv 34.8769 105.419
24.42 250 407.06 250 203.5 NLOSv 30.8756 105.218
24.43 250 407.226 250 203.583 NLOSv 32.1962 105.915
24.44 250 407.393 250 203.667 NLOSv 29.9598 107.203
24.45 250 407.559 250 203.75 NLOSv 30.0909 107.588
24.46 250 407.725 250 203.833 NLOSv 32.6576 105.832
24.47 250 407.891 250 203.917 NLOSv 32.5132 106.654
24.48 250 408.058 250 204 NLOSv 20.6139 106.646
24.49 250 408.224 250 204.083 NLOSv 30.1695 106.457
24.5 250 408.39 250 204.167 NLOSv 34.3945 105.444
24.51 250 408.557 250 204.25 NLOSv 32.1225 107.623
24.52 250 408.723 250 204.333 NLOSv 35.3137 105.4
24.53 250 408.889 250 204.417 LOS 38.8672 103.696
24.54 250 409.055 250 204.5 LOS 38.6667 103.699
24.55 250 409.222 250 204.583 LOS 38.6356 103.702
24.56 250 409.388 250 204.667 LOS 38.8416 103.705
24.57 250 409.554 250 204.75 LOS 38.808 103.708
24.58 250 409.721 250 204.833 LOS 38.8862 103.711
24.59 250 409.887 250 204.917 LOS 38.6656 103.714
24.6 250 410.053 250 205 LOS 38.6418 103.716
24.61 250 410.219 250 205.083 LOS 38.8798 103.719
24.62 250 410.386 250 205.167 LOS 38.7241 103.722
24.63 250 410.552 250 205.25 LOS 38.7427 103.725
24.64 250 410.718 250 205.333 NLOSv 29.4604 106.967
24.65 250 410.885 250 205.417 NLOSv 22.8354 106.413
24.66 250 411.051 250 205.5 NLOSv 30.8153 107.936
24.67 250 411.217 250 205.583 NLOSv 34.0771 105.885
24.68 250 411.383 250 205.667 NLOSv 29.2386 106.344
24.69 250 411.55 250 205.75 NLOSv 36.9648 105.165
24.7 250 411.716 250 205.833 NLOSv 32.8435 106.556
24.71 250 411.882 250 205.917 NLOSv 30.6905 105.505
24.72 250 412.048 250 206 NLOSv 32.3709 106.615
24.73 250 412.215 250 206.083 NLOSv 31.1171 107.068
24.74 250 412.381 250 206.167 NLOSv 25.6129 105.879
24.75 250 412.547 250 206.25 NLOSv 37.7538 106.475
24.76 250 412.714 250 206.333 NLOSv 31.3907 105.865
24.77 250 412.88 250 206.417 NLOSv 32.8015 108.051
24.78 250 413.046 250 206.5 NLOSv 35.6686 106.166
24.79 250 413.212 250 206.583 NLOSv 32.1096 105.669
